,ATELNO,Sources
770,ATEL #631,XTE J1727-476
771,ATEL #632,IGR J17269-4737
772,ATEL #632,XTE J1727-476
773,ATEL #633,m33
774,ATEL #634,XTE J1747-274
775,ATEL #634,IGR J17473-2721
776,ATEL #635,sn2005gn
777,ATEL #635,sn2005hb
778,ATEL #636,sn2001el
779,ATEL #636,sn1994d
780,ATEL #637,SAX J1747.0-2853
781,ATEL #638,SAX J1747.0-2853
782,ATEL #639,sn1993j
783,ATEL #640,sn2005ea
784,ATEL #641,1XMM J174621.1-284343
785,ATEL #641,SAX J1747.0-2853
786,ATEL #642,1A 1743-288
787,ATEL #642,SAX J1747.0-2853
788,ATEL #645,SGR1806-20
789,ATEL #645,SGR 1806-20
790,ATEL #646,sn2001em
791,ATEL #646,sn2005bf
792,ATEL #648,RX J0105.1-7211
793,ATEL #649,IGR J16320-4751
794,ATEL #650,RX J0720.4-3125
795,ATEL #651,m31
796,ATEL #652,1RXS J020929.0+283243
797,ATEL #654,PSR J1649-4349
798,ATEL #654,2MASS J16492695-4349090
799,ATEL #654,IGR J16493-4348
800,ATEL #654,PSR J1649-4348
801,ATEL #654,1RXS J164913.6-435527
802,ATEL #655,sn2005ke
803,ATEL #656,sn2005kd
804,ATEL #657,HETE J1900.1-2455
805,ATEL #658,TSS J022216.4+412260
806,ATEL #659,ngc3332
807,ATEL #659,2MASX J08400884-0536039
808,ATEL #659,sn1994d
809,ATEL #660,GRS 1915+105
810,ATEL #661,ngc3094
811,ATEL #662,QSO B0241+622
812,ATEL #662,1ES 0033+595
813,ATEL #662,IGR J02097+5222
814,ATEL #662,4U 0142+61
815,ATEL #662,1E 0206.3+5212
816,ATEL #662,1E 0241.0+6215
817,ATEL #663,sn2005gj
818,ATEL #664,sn2005km
819,ATEL #664,ugc6356
820,ATEL #665,IGR J02097+5222
821,ATEL #666,1RXS J020929.0+283243
822,ATEL #667,sn2005kx
823,ATEL #667,ngc3197
824,ATEL #669,XSS J05054-2348
825,ATEL #669,1RXH J212745.4+565634
826,ATEL #669,2MASX J10384520-4946531
827,ATEL #669,IRAS 09149-6206
828,ATEL #669,2MASX J05054575-2351139
829,ATEL #669,2MASX J04440903+2813003
830,ATEL #669,2MASS J20002185+3211232
831,ATEL #669,SDSS J074625.87+254902.2
832,ATEL #670,sn1998bw
833,ATEL #670,sn2005hz
834,ATEL #671,sn2005kz
835,ATEL #671,sn1998bw
836,ATEL #672,1RXS J015918.4+671807
837,ATEL #672,IGR J01583+6713
838,ATEL #673,IGRJ01583+6713
839,ATEL #673,IGR J01538+6713
840,ATEL #673,IGR J01583+6713
841,ATEL #674,XTE J0053-724
842,ATEL #674,XTE J0054-720
843,ATEL #674,1WGA 0053.8-7226
844,ATEL #674,RX J0052.9-7158
845,ATEL #675,4U 1630-47
846,ATEL #677,pks2149-306
847,ATEL #677,ngc6860
848,ATEL #677,IGR J12391-1612
849,ATEL #677,QORG J123906.4-161047
850,ATEL #680,2MASS J05162881+2607387
851,ATEL #681,IGR J01583+6713
852,ATEL #682,IGR J06074+2205
853,ATEL #683,mrk421
854,ATEL #684,IGR J10109-5746
855,ATEL #684,IGR J14493-5534
856,ATEL #684,IGR J16351-5806
857,ATEL #684,IGR J14536-5522
858,ATEL #684,PSR B1509-58
859,ATEL #684,1RXS J145349.4-552144
860,ATEL #684,IGR J14515-5542
861,ATEL #684,3EG J1014-5705
862,ATEL #684,IGR J10101-5654
863,ATEL #684,1RXS J145341.1-552146
864,ATEL #684,1RXS J145132.4-554041
865,ATEL #685,4U1630-47
866,ATEL #686,IGR J14536-5522
867,ATEL #686,1RXS J145341.1-552146
868,ATEL #690,ngc5338
869,ATEL #691,sn2005am
870,ATEL #691,sn2006e
871,ATEL #692,IGR J18450-0435
872,ATEL #692,AX J1845.0-0433
873,ATEL #697,mrk704
874,ATEL #697,PGC 023515
875,ATEL #697,2MASS J073237.64-133109.4
876,ATEL #697,1RXS J073237.6-133113
877,ATEL #697,1RXS J091826.2+161825
878,ATEL #699,sn1991bg
879,ATEL #700,XTE J1701-462
880,ATEL #701,TSS J004150.4+404222
881,ATEL #701,m31
882,ATEL #702,XTE J1701-462
883,ATEL #703,XTE J1701-462
884,ATEL #704,XTE J1701-462
885,ATEL #705,PGC 047137
886,ATEL #705,2MASX J13070825+2838003
887,ATEL #706,XTE J1701-462
888,ATEL #708,XTE J1701-462
889,ATEL #709,1RXS J002258.3+614111
890,ATEL #709,IGR J00234+6141
891,ATEL #710,XTE J1701-462
892,ATEL #712,XTE J1701-462
893,ATEL #715,IGR J10109-5746
894,ATEL #715,IGR J12349-6434
895,ATEL #716,RX J0103.6-7201
896,ATEL #717,XTE J1817-330
897,ATEL #719,IGR J13091+1137
898,ATEL #719,CXOU J130905.6+113803
899,ATEL #719,ngc4992
900,ATEL #720,2MASX J091129.9+452806
901,ATEL #721,XTE J1817-330
902,ATEL #722,ngc1371
903,ATEL #722,sn2005ke
904,ATEL #724,XTE J1817-330
905,ATEL #725,XTE J1701-462
906,ATEL #726,sn2006x
907,ATEL #728,ngc4321
908,ATEL #729,sn2006x
909,ATEL #730,sn2006u
910,ATEL #731,XTE J1817-330
911,ATEL #732,ngc4619
912,ATEL #732,sn2006ac
913,ATEL #732,sn1994d
914,ATEL #732,sn2006aa
915,ATEL #732,ngc3947
916,ATEL #733,XTE J1817-330
917,ATEL #734,XTE J1817-330
918,ATEL #734,SAX J1747.0-2853
919,ATEL #734,GRS 1747-312
920,ATEL #734,XTE J1739-285
921,ATEL #734,XTE 1739-285
922,ATEL #738,XTE J1817-330
923,ATEL #738,XTEJ1817-330
924,ATEL #740,XTE J1817-330
925,ATEL #742,XTEJ1817-330
926,ATEL #743,XTE J1817-330
927,ATEL #744,GRS 1736-297
928,ATEL #744,1RXS J173930.3-294211
929,ATEL #744,IGR J17419-2802
930,ATEL #745,IGR J17419-2802
931,ATEL #746,XTE J1118+480
932,ATEL #746,XTE J1817-330
933,ATEL #748,XTE J1701-462
934,ATEL #749,XTE J1817-330
935,ATEL #751,sn2006x
936,ATEL #751,m100
937,ATEL #752,XTE J1817-330
938,ATEL #753,AX J1746.7-2901
939,ATEL #753,AX J1745.6-2901
940,ATEL #755,GRS 1736-297
941,ATEL #755,IGR J17419-2802
942,ATEL #758,GRS 1915+105
943,ATEL #759,sn1993j
944,ATEL #759,sn2006aq
945,ATEL #759,sn1990n
946,ATEL #759,sn2006ar
947,ATEL #761,sn2006at
948,ATEL #761,sn2005cs
949,ATEL #762,ugc11057
950,ATEL #762,sn2006au
951,ATEL #766,HD 306414
952,ATEL #766,IGR J11215-5952
953,ATEL #768,HD306414
954,ATEL #768,IGR J11215-5952
955,ATEL #771,sn2006at
956,ATEL #772,sn2006aw
957,ATEL #772,sn1990u
958,ATEL #773,HD 306414
959,ATEL #773,IGR J11215-5952
960,ATEL #774,SGR 1900+14
961,ATEL #776,sn2006bc
962,ATEL #776,sn2006at
963,ATEL #776,sn2005cs
964,ATEL #777,XTE J1739-285
965,ATEL #777,XTE J1701-362
966,ATEL #777,XTE J1701-462
967,ATEL #778,IGR J17254-3257
968,ATEL #778,1RXS J172525.5-325717
969,ATEL #779,IGR J16418-4532
970,ATEL #780,XTE J1701-462
971,ATEL #780,XTE J1709-462
972,ATEL #781,XTE J1701-462
973,ATEL #783,HD146803
974,ATEL #783,1RXS J171935.6-410054
975,ATEL #783,IGR J05007-7047
976,ATEL #783,1RXS J122758.8-485343
977,ATEL #783,IGR J14536-5522
978,ATEL #783,IGR J00234+6141
979,ATEL #783,IGR J16167-4957
980,ATEL #783,1RXS J150925.7-664913
981,ATEL #783,HD153295
982,ATEL #783,2RXP J130159.6-635806
983,ATEL #783,IGR J17195-4100
984,ATEL #783,AX J1700.2-4220
985,ATEL #783,IGR J15094-6649
986,ATEL #783,IGR J16207-5129
987,ATEL #783,XSS J12270-4859
988,ATEL #784,XTE J1739-285
989,ATEL #785,2MASX J10384520-4946531
990,ATEL #786,IGR J16393-4643
991,ATEL #787,SDSS J113551.09+532246.2
992,ATEL #788,IGR J2018+4043
993,ATEL #788,3EG J2020+4017
994,ATEL #789,SGR 1900+14
995,ATEL #790,SAX J1753.5-2349
996,ATEL #790,IGR J17541-2252
997,ATEL #790,IGR J17536-2339
998,ATEL #791,XTE J1817-330
999,ATEL #791,XTE J1817-300
1000,ATEL #793,sn2006bp
1001,ATEL #794,4U 0142+61
1002,ATEL #796,4U 1954+31
1003,ATEL #797,EXO 2030+375
1004,ATEL #797,m4
1005,ATEL #797,2S 0114+650
1006,ATEL #797,4U 1954+31
1007,ATEL #797,4U 1954+319
1008,ATEL #797,m5
1009,ATEL #798,1RXS J214303.7+065419
1010,ATEL #798,1RXS J130848.6+212708
1011,ATEL #800,IGR J16320-4751
1012,ATEL #800,IGR J19140+0951
1013,ATEL #802,sn2006bv
1014,ATEL #803,m31
1015,ATEL #804,IGR J16195-4945
1016,ATEL #804,2MASS J16193220-4944305
1017,ATEL #805,m31
1018,ATEL #808,m31
1019,ATEL #810,IGR J14471-6414
1020,ATEL #810,1RXS J144628.3-641627
1021,ATEL #810,IGR J14331-6112
1022,ATEL #810,1RXS J140041.2-632623
1023,ATEL #810,1RXS J142959.9-671447
1024,ATEL #810,PSR B1509-58
1025,ATEL #810,IGR J14003-6326
1026,ATEL #810,IGR J14298-6715
1027,ATEL #810,IGR J15539-6142
1028,ATEL #813,IGR J08409-4504
1029,ATEL #813,IGR J17391-3021
1030,ATEL #813,IGR J17544-2619
1031,ATEL #813,XTE J1739-302
1032,ATEL #813,IGR J08408-4503
1033,ATEL #814,IGR J08408-4503
1034,ATEL #815,IGR J15593-6142
1035,ATEL #815,HD 141689
1036,ATEL #815,IGR J08408-4503
1037,ATEL #816,IGR J16479-4514
1038,ATEL #817,IGR J08408-4503
1039,ATEL #818,IGR J08408-4503
1040,ATEL #819,IGR J08408-4503
1041,ATEL #819,IGR J17544-2619
1042,ATEL #820,XTE J0421+560
1043,ATEL #821,m31
1044,ATEL #825,ugc9530
1045,ATEL #826,sn1993j
1046,ATEL #827,OT060520
1047,ATEL #827,sn1984l
1048,ATEL #829,m31
1049,ATEL #830,1A 1246-588
1050,ATEL #831,XTE J1739-302
1051,ATEL #831,HD 168074
1052,ATEL #831,IGR J17544-2619
1053,ATEL #831,SAX J1818.6-1703
1054,ATEL #833,sn2006cx
1055,ATEL #833,ngc7316
1056,ATEL #835,1RXS J165616.6-330150
1057,ATEL #836,XTEJ 1817-330
1058,ATEL #837,1A 1246-588
1059,ATEL #841,sn2006bp
1060,ATEL #841,sn2006dd
1061,ATEL #843,EXO 2030+375
1062,ATEL #844,m31
1063,ATEL #845,4U 0142+61
1064,ATEL #846,2MASX J21140128+8204483
1065,ATEL #846,1RXS J211400.0+820447
1066,ATEL #846,XSS J21128+8216
1067,ATEL #848,mrk421
1068,ATEL #849,MXB 1730-33
1069,ATEL #850,m31n2005-09b
1070,ATEL #850,m31n2005-09a
1071,ATEL #850,m31n2005-06d
1072,ATEL #850,m31
1073,ATEL #850,m31n2006-06a
1074,ATEL #851,4U 1608-522
1075,ATEL #852,sn2006dm
1076,ATEL #852,sn2005am
1077,ATEL #853,3EG J2016+3657
1078,ATEL #854,sn2006dn
1079,ATEL #854,ugc12188
1080,ATEL #854,sn1990i
1081,ATEL #854,sn1994d
1082,ATEL #854,sn2006do
1083,ATEL #855,4U 1608-522
1084,ATEL #856,sn2006dp
1085,ATEL #857,4U 1608-522
1086,ATEL #858,4U1608-522
1087,ATEL #859,m2
1088,ATEL #859,NVSS 193347
1089,ATEL #859,NVSS 193347+325426
1090,ATEL #859,1RXS J193347.6+325422
1091,ATEL #861,EXO 2030+375
1092,ATEL #862,1RXS J193347.6+325422
1093,ATEL #863,ic1529
1094,ATEL #863,sn2006du
1095,ATEL #865,IGR J10500-6410
1096,ATEL #865,IGR J10043-8702
1097,ATEL #865,IGR J15283-4443
1098,ATEL #867,pks2155-304
1099,ATEL #868,EXO 2030+375
1100,ATEL #873,IGR J18159-3353
1101,ATEL #873,IGRJ21117+3427
1102,ATEL #873,EXMS B2016+366
1103,ATEL #873,IGR J21117+3427
1104,ATEL #873,IGRJ20188+3647
1105,ATEL #873,IGR J20188+3647
1106,ATEL #874,IGR J17354-3255
1107,ATEL #875,1A 1246-588
1108,ATEL #876,m7
1109,ATEL #876,m31
1110,ATEL #877,EXO 2030+375
1111,ATEL #878,sn2006ej
1112,ATEL #880,IGR J03334+3718
1113,ATEL #880,SBS 1301+540
1114,ATEL #880,1RXS J033316.2+371815
1115,ATEL #880,IGRJ20006+3210
1116,ATEL #880,IGR J13038+5348
1117,ATEL #880,IGR J18048-1455
1118,ATEL #881,m31
1119,ATEL #881,XMMU J004215.8+411924
1120,ATEL #883,IGR J02343+3229
1121,ATEL #883,ngc973
1122,ATEL #883,IGR J01528-0326
1123,ATEL #884,m31
1124,ATEL #885,IGR J17497-2821
1125,ATEL #886,IGR J17497-2821
1126,ATEL #887,TSS J004242.3+410846
1127,ATEL #887,m31
1128,ATEL #888,IGR J17497-2821
1129,ATEL #889,2MASS J17493780-2821181
1130,ATEL #889,IGR J17497-2821
1131,ATEL #889,2MASS J17493774-2821173
1132,ATEL #890,IGR J17497-2821
1133,ATEL #891,IGR J17497-2821
1134,ATEL #892,SAX J1747.0-2853
1135,ATEL #893,CXO J164710.2-455216
1136,ATEL #894,CXOU J164710.2-455216
1137,ATEL #895,IGR J17497-2821
1138,ATEL #896,CXO J164710.2-455216
1139,ATEL #897,IGR J17497-2821
1140,ATEL #898,sn1998bw
1141,ATEL #898,sn2006fo
1142,ATEL #899,m31
1143,ATEL #899,XMMU J004215.8+411924
1144,ATEL #900,IGR J17497-2821
1145,ATEL #901,1E 2259+586
1146,ATEL #901,CXO J164710.2-455216
1147,ATEL #902,CXO J167410.2-455216
1148,ATEL #903,XTE J1810-197
1149,ATEL #903,CXO J167410.2-455216
1150,ATEL #905,m33
1151,ATEL #906,IGR J17497-2821
1152,ATEL #907,IGR J17497-2821
1153,ATEL #909,IGR J17497-2821
1154,ATEL #910,m2
1155,ATEL #910,XTE J1810-197
1156,ATEL #910,CXO J164710.2-455216
1157,ATEL #913,m33
1158,ATEL #914,IGR J17497-2821
1159,ATEL #915,4U 1907+097
1160,ATEL #915,IGR J17544-2619
1161,ATEL #915,SAX J1818.6-1703
1162,ATEL #916,grb060218
1163,ATEL #916,sn2006aj
1164,ATEL #916,sn2006jc
1165,ATEL #917,sn1998bw
1166,ATEL #917,sn2006jc
1167,ATEL #918,sn1985f
1168,ATEL #919,ugc348
1169,ATEL #922,sn2006lc
1170,ATEL #923,m33
1171,ATEL #923,m31
1172,ATEL #923,m32
1173,ATEL #924,sn2006jo
1174,ATEL #924,sn2006lc
1175,ATEL #927,m31
1176,ATEL #927,TSS J003927.3+405109
1177,ATEL #929,CXO J164710.2-455216
1178,ATEL #932,CXO J164710.2-455216
1179,ATEL #933,sn2006lt
1180,ATEL #934,sn2006jc
1181,ATEL #936,IGR J17497-2821
1182,ATEL #939,IRAS 00227+6805
1183,ATEL #939,1RXS J003357.9+612645
1184,ATEL #939,IGR J00254+6822
1185,ATEL #939,IGR J00370+6122
1186,ATEL #939,IGR J02501+5440
1187,ATEL #939,IGR J00335+6126
1188,ATEL #939,LEDA 136991
1189,ATEL #940,GRO J1655-402
1190,ATEL #940,IGR J18483-0311
1191,ATEL #941,LEDA 136991
1192,ATEL #941,IGR J00254+6822
1193,ATEL #941,1RXS J003357.9+612645
1194,ATEL #941,IGR J00335+6126
1195,ATEL #945,2MASX J21174741+5138523
1196,ATEL #945,ic4709
1197,ATEL #945,1RXS J211746.9+513901
1198,ATEL #945,IGR J21178+5139
1199,ATEL #945,IGR J18244-5622
1200,ATEL #946,sn2006il
1201,ATEL #946,ugc3664
1202,ATEL #947,sn2006li
1203,ATEL #947,ugc3664
1204,ATEL #947,sn2006il
1205,ATEL #948,1RXSJ193347.6+325422
1206,ATEL #948,1RXSJ193347
1207,ATEL #950,m31
1208,ATEL #953,CXOU J164710.2-455216
1209,ATEL #954,sn1959e
1210,ATEL #954,sn1914a
1211,ATEL #954,sn1979c
1212,ATEL #954,sn2006x
1213,ATEL #954,sn1901b
1214,ATEL #954,m100
1215,ATEL #954,ngc4321
1216,ATEL #955,ic10
1217,ATEL #957,IGR J16385-2057
1218,ATEL #957,IGR J00040+7020
1219,ATEL #957,LEDA 166445
1220,ATEL #957,IGR J15161-3827
1221,ATEL #957,IGR J02504+5443
1222,ATEL #957,2MASX J00040192+7019185
1223,ATEL #957,IGR J02501+5440
1224,ATEL #957,1RXS J163830.9-205520
1225,ATEL #959,IGR J06074+2205
1226,ATEL #961,sn2006jc
1227,ATEL #969,m31
1228,ATEL #969,XMMU J004215.8+411924
1229,ATEL #970,IGR J17464-2811
1230,ATEL #971,m31
1231,ATEL #972,IGR J17464-2811
1232,ATEL #972,XMMU J174716.1-281048
1233,ATEL #973,m31
1234,ATEL #974,ic10
1235,ATEL #974,ngc300
1236,ATEL #975,sn2007c
1237,ATEL #976,sn2007c
1238,ATEL #977,m33
1239,ATEL #979,sn2007i
1240,ATEL #981,sn2005kd
1241,ATEL #982,IGR J18410-0535
1242,ATEL #982,AX J1841.0-0536
1243,ATEL #982,2MASS J19140422+0952577
1244,ATEL #982,IGR J19140+0951
1245,ATEL #983,IGR J18410-0535
1246,ATEL #983,AX J1841.0-0536
1247,ATEL #983,2MASS J19140422+0952577
1248,ATEL #983,IGR J19140+0951
1249,ATEL #987,IRAS 16520-4146
1250,ATEL #987,IGR J16558-4150
1251,ATEL #988,sn2007s
1252,ATEL #989,CXO J164710.2-455216
1253,ATEL #990,LEDA 511869
1254,ATEL #990,IGR J14552-5133
1255,ATEL #990,IGR J16351-5806
1256,ATEL #990,IGR J14175-4641
1257,ATEL #991,IGR J10043-8702
1258,ATEL #991,IGR J05319-6601
1259,ATEL #991,RX J0531.2-6609
1260,ATEL #991,IGR J10500-6410
1261,ATEL #991,IGR J11321-5311
1262,ATEL #992,IGR J12488+3315
1263,ATEL #992,IGR J13103+2001
1264,ATEL #992,IGR J11567+3700
1265,ATEL #992,IGR J13371+1520
1266,ATEL #993,4U 0142+61
1267,ATEL #994,IGR J11215-5952
1268,ATEL #995,IGRJ11215-5952
1269,ATEL #995,IGR J11215-5952
1270,ATEL #996,IGRJ11215-5952
1271,ATEL #996,IGR J11215-5952
1272,ATEL #997,IGRJ11215-5952
1273,ATEL #998,4U 0142+61
1274,ATEL #999,IGR J11215-5952
1275,ATEL #1001,4U 0142+61
1276,ATEL #1002,IGR J17497-2821
1277,ATEL #1003,ngc3628
1278,ATEL #1004,ngc2906
1279,ATEL #1004,sn2005ip
1280,ATEL #1005,IGR J17453-2853
1281,ATEL #1006,GRS 1741.9-2853
1282,ATEL #1007,GRS 1915+105
1283,ATEL #1008,IGR J17453-2853
1284,ATEL #1009,m31
1285,ATEL #1013,IGR J1745-2853
1286,ATEL #1013,IGR J17453-2853
1287,ATEL #1013,GRS 1741.9-2853
1288,ATEL #1016,m31
1289,ATEL #1017,sn2007aa
1290,ATEL #1018,2MASS J09023731-4813339
1291,ATEL #1018,IGR J09026-4812
1292,ATEL #1019,IGR J17391-3021
1293,ATEL #1019,XTE J1739-302
1294,ATEL #1020,sn2007af
1295,ATEL #1021,3EG J1717-2737
1296,ATEL #1021,1RXS J171909.4-282041
1297,ATEL #1021,IGR J17191-2821
1298,ATEL #1021,IRAS 17159-2819
1299,ATEL #1022,IGR J17191-2821
1300,ATEL #1023,sn2005kd
1301,ATEL #1023,sn2001em
1302,ATEL #1024,XTE J1856+053
1303,ATEL #1025,IGR J17191-2821
1304,ATEL #1026,XTE J1856+053
1305,ATEL #1030,4U 1728-34
1306,ATEL #1030,MXB 1730-33
1307,ATEL #1031,m5
1308,ATEL #1033,IGR J06117-6625
1309,ATEL #1033,1RXS J160551.9-611142
1310,ATEL #1033,IGR J16056-6110
1311,ATEL #1033,IGR J07437-5137
1312,ATEL #1033,pks0611-663
1313,ATEL #1033,ngc4180
1314,ATEL #1033,IGR J14561-3738
1315,ATEL #1033,1RXS J061148.5-662430
1316,ATEL #1034,IGR J16500-3307
1317,ATEL #1034,1RXS J164955.1-330713
1318,ATEL #1034,HD 141689
1319,ATEL #1034,IGR J15539-6142
1320,ATEL #1035,AX J1749.1-2733
1321,ATEL #1036,XTE J0421+560
1322,ATEL #1038,XTE J1856+053
1323,ATEL #1039,AX J1749.1-2733
1324,ATEL #1040,AX J1749.1-2733
1325,ATEL #1041,1E 1048.1-5937
1326,ATEL #1042,XTE J1856+053
1327,ATEL #1043,1E 1048.1-5937
1328,ATEL #1044,1E 1048.1-5937
1329,ATEL #1045,XTE J1751-305
1330,ATEL #1046,XTE J1751-305
1331,ATEL #1047,HD140753
1332,ATEL #1047,HESS J1303-631
1333,ATEL #1047,HD145542
1334,ATEL #1047,HESS J1614-518
1335,ATEL #1048,HD 160005
1336,ATEL #1048,IGR J17394-4638
1337,ATEL #1049,IGR J17394-4638
1338,ATEL #1051,XTE J1751-305
1339,ATEL #1052,IGR J17394-4638
1340,ATEL #1052,4U 1735-44
1341,ATEL #1053,sn2007bb
1342,ATEL #1054,IGR J17597-2201
1343,ATEL #1054,SGR 1806-20
1344,ATEL #1055,XTE J1751-305
1345,ATEL #1056,XTE J1810-197
1346,ATEL #1056,1E 1048.1-5937
1347,ATEL #1058,AX J1745.0-2855
1348,ATEL #1058,AX J1745.6-2901
1349,ATEL #1058,GRS 1741.9-2853
1350,ATEL #1060,ic3918
1351,ATEL #1062,XTE J1856+053
1352,ATEL #1063,SAX J2103.5+4545
1353,ATEL #1064,SAX J2103.5+4545
1354,ATEL #1065,IGR J17191-2821
1355,ATEL #1066,XTE J1118+480
1356,ATEL #1066,XTE J1817-330
1357,ATEL #1067,m81
1358,ATEL #1068,IGR J17191-2821
1359,ATEL #1069,IGR J17191-2821
1360,ATEL #1070,IGR J17191-2821
1361,ATEL #1071,1E 1048.1-5937
1362,ATEL #1072,XTE J1856+053
1363,ATEL #1073,sn2007ch
1364,ATEL #1073,ngc6000
1365,ATEL #1075,IGR J17191-2821
1366,ATEL #1076,1E 1048.1-5937
1367,ATEL #1078,XMMU J174716.1-281048
1368,ATEL #1079,GRS 1915+105
1369,ATEL #1082,sn2006gy
1370,ATEL #1084,sn2006gy
1371,ATEL #1085,SAX J2103.5+4545
1372,ATEL #1086,HETE J1900.1-2455
1373,ATEL #1088,PQT 070519
1374,ATEL #1089,SAX J0840.7+2248
1375,ATEL #1090,HETE J1900.1-2455
1376,ATEL #1091,HETE J1900.1-2455
1377,ATEL #1093,XTE J1856+053
1378,ATEL #1094,AX J1754.2-2754
1379,ATEL #1094,AXJ1754.2-2754
1380,ATEL #1095,XTE J0103-728
1381,ATEL #1095,XMMU J010253.1-724433
1382,ATEL #1096,IGR J17191-2821
1383,ATEL #1097,1RXS J202043.4+364932
1384,ATEL #1097,IRAS 20178+3635
1385,ATEL #1098,HETE J1900.1-2455
1386,ATEL #1099,sn1998bw
1387,ATEL #1099,ic0
1388,ATEL #1101,sn2007co
1389,ATEL #1102,grb070610
1390,ATEL #1102,SAX J1819.3-2525
1391,ATEL #1103,grb070610
1392,ATEL #1106,SAX J1808.4-3658
1393,ATEL #1106,HETE J1900.1-2455
1394,ATEL #1109,4U1543-47
1395,ATEL #1110,HETE J1900.1-2455
1396,ATEL #1112,m31
1397,ATEL #1113,4U 1608-522
1398,ATEL #1114,XTE J0929-314
1399,ATEL #1114,XTE J1807-294
1400,ATEL #1115,m31
1401,ATEL #1116,m31n2006-11a
1402,ATEL #1118,m31
1403,ATEL #1120,m3
1404,ATEL #1121,1E1048.1-5937
1405,ATEL #1123,ic0
1406,ATEL #1127,sn2007cv
1407,ATEL #1131,m31
1408,ATEL #1136,XMMU J174716.1-281048
1409,ATEL #1137,sn2000h
1410,ATEL #1137,ugc01963
1411,ATEL #1138,GRS 1915+105
1412,ATEL #1139,m31
1413,ATEL #1140,IGR J17091-3624
1414,ATEL #1140,IGR J17091-3628
1415,ATEL #1140,IGR J17098-3628
1416,ATEL #1141,m31n2007-07a
1417,ATEL #1141,m31
1418,ATEL #1142,sn2007bg
1419,ATEL #1143,AX J1754.2-2754
1420,ATEL #1144,XTE J1701-462
1421,ATEL #1146,m31
1422,ATEL #1147,m31
1423,ATEL #1149,m31n2006-11a
1424,ATEL #1149,m31
1425,ATEL #1149,m31n2007-07c
1426,ATEL #1151,IGR J11215-5952
1427,ATEL #1152,m31
1428,ATEL #1152,m31n2007-07c
1429,ATEL #1153,m31
1430,ATEL #1153,m31n2007-07c
1431,ATEL #1154,sn2001ay
1432,ATEL #1154,sn2007fq
1433,ATEL #1154,sn1999ee
1434,ATEL #1155,PQT070721
1435,ATEL #1155,PQT070719
1436,ATEL #1156,m31
1437,ATEL #1157,m31n2007-07d
1438,ATEL #1157,m31
1439,ATEL #1157,m31n2007-07b
1440,ATEL #1157,m31n2007-07a
1441,ATEL #1157,m31n2007-07c
1442,ATEL #1158,m31
1443,ATEL #1161,m31
1444,ATEL #1162,m31
1445,ATEL #1164,4U 1705-440
1446,ATEL #1164,1RXS J170410.9-443131
1447,ATEL #1164,XTE J1704-445
1448,ATEL #1165,XTE J1701-462
1449,ATEL #1166,sn2007ge
1450,ATEL #1168,sn2007gi
1451,ATEL #1169,XMMUJ054134.7-682550
1452,ATEL #1169,XMMU J054134.7-682550
1453,ATEL #1171,m31
1454,ATEL #1173,m31
1455,ATEL #1173,TSS J004054.4+405350
1456,ATEL #1174,XMMUJ174716.1-281048
1457,ATEL #1175,SAX J1810.8-2609
1458,ATEL #1176,XMMU J054134.7-682550
1459,ATEL #1178,XTE J1701-462
1460,ATEL #1179,sn2005gj
1461,ATEL #1181,XTE J0103-728
1462,ATEL #1182,sn2005kd
1463,ATEL #1183,XTE J1701-462
1464,ATEL #1185,SAX J1810.8-2609
1465,ATEL #1186,TSS J004054.4+405350
1466,ATEL #1186,m31n2007-07e
1467,ATEL #1186,m31
1468,ATEL #1186,m31n2007-07b
1469,ATEL #1186,m31n2007-07c
1470,ATEL #1187,sn2007gr
1471,ATEL #1189,SLX 1737-282
1472,ATEL #1191,XMMU J004144.7+411110
1473,ATEL #1191,m31
1474,ATEL #1192,m31
1475,ATEL #1193,XTE J1701-462
1476,ATEL #1193,SAX J1810.8-2609
1477,ATEL #1193,PG1514+034
1478,ATEL #1194,sn1998bw
1479,ATEL #1194,ic0
1480,ATEL #1197,sn2007gr
1481,ATEL #1198,m31
1482,ATEL #1199,3EG J1512-0849
1483,ATEL #1199,TXS 1510-089
1484,ATEL #1201,m31
1485,ATEL #1204,pks1510-08
1486,ATEL #1205,sn2007gr
1487,ATEL #1206,m31
1488,ATEL #1207,XMMU J174716.1-281048
1489,ATEL #1209,AXJ1538.3-5541
1490,ATEL #1211,m15
1491,ATEL #1212,sn2003fg
1492,ATEL #1215,sn2007gr
1493,ATEL #1221,TXS 0716+714
1494,ATEL #1221,3EG J0721+7120
1495,ATEL #1222,sn2007gr
1496,ATEL #1224,sn1994d
1497,ATEL #1225,m33
1498,ATEL #1227,SAX J1810.8-2609
1499,ATEL #1228,SAX J1747.0-2853
1500,ATEL #1229,GRS 1915+105
1501,ATEL #1230,m31
1502,ATEL #1231,2MASS J11440030-6107364
1503,ATEL #1231,IGR J11435-6109
1504,ATEL #1233,SAX J1747.0-2853
1505,ATEL #1234,PQOT230627+095342
1506,ATEL #1234,PQV224527
1507,ATEL #1234,PQOT034520-012111
1508,ATEL #1234,PQOT015849-022627
1509,ATEL #1234,PQOT230627
1510,ATEL #1234,PQOT024105-033814
1511,ATEL #1234,PQV224527+103932
1512,ATEL #1234,PQOT031515-034914
1513,ATEL #1234,PQOT224527+103932
